x1 x2 x3 x4 x5 x6 x7 x8 x9 response
5564.3893 6594.615573 38032.49238 0.015983 19.820385 177.608053 0.038987 1446.30497 0.232026 0
3832.847528 6192.425487 35909.85385 0.040156 20.711586 187.288853 0.019133 1510.555466 0.253205 1
6583.946606 9010.633292 40465.46842 0.088042 23.082555 176.656965 0 1561.949422 0.173913 1
5010.199408 6812.929021 30943.82796 0.071397 27.951942 177.178791 0.102596 1834.997955 0.282828 0
8855.270771 9889.487937 36489.56968 0.108348 32.989825 180.294938 0.032681 2311.622794 0.220588 0
4587.166408 6561.231877 37033.96196 0.018378 22.328549 184.8065 0.057158 1388.31596 0.266871 0
5148.542128 8063.894054 37707.64147 0.077608 21.577964 189.700002 0.010916 1407.563821 0.231023 1
4598.4526 6924.032503 39962.81835 0.003454 21.633627 176.024791 0.027833 1350.039794 0.257143 0
5066.788679 4392.638227 28990.25807 0.020942 43.571833 181.127279 0 2854.320876 0.201058 1
5458.875925 5911.591981 31795.46792 0.040906 47.231442 134.897863 0.026703 2251.866128 0.202899 1
4227.763362 6449.61453 34402.05021 0.015033 21.056191 182.585399 0 1423.360713 0.198697 0
4921.267695 6948.380564 35304.08954 0.017636 25.699685 182.482156 0.055527 1698.122391 0.235915 0
4907.351889 6989.718387 33353.58716 0.003516 25.44598 171.125323 0.018792 1656.167938 0.286184 0
11023.61255 7671.118811 38517.64532 0.021818 27.547136 183.535468 0.096562 2032.568162 0.161765 1
6141.687563 7978.299681 36589.53769 0.67067 21.342296 188.211822 0.114005 1272.872672 0.164384 1
3940.615579 6326.991378 36551.06169 0.004827 27.221019 184.975749 0.017808 1788.933731 0.190323 0
3842.907683 4193.314125 28375.76952 0.002166 27.886773 178.503221 0.015533 2313.758282 0.168539 1
9048.389146 6981.600806 36144.93473 0.127677 20.167984 173.931294 0.004349 1637.696157 0.293103 1
4318.987626 6394.269221 33374.51725 0.000238 32.386297 180.43194 0 2466.63543 0.205788 1
4824.04434 6687.064467 36168.70921 0.007518 25.611069 182.327338 0.027758 1739.752851 0.248428 1
4960.269832 5245.175587 31198.20544 0.013203 28.204027 184.746642 0.025634 1976.005962 0.20339 1
6108.688196 7284.488661 30476.37613 0.000838 52.473184 175.835423 0.018188 3224.514399 0.194805 1
4228.097556 6358.076221 32414.16165 0.014788 23.403501 183.16131 0.00214 1732.832963 0.236593 0
3577.509692 6152.690872 33727.38763 0.000197 27.298852 178.831607 0.042644 1688.089038 0.238854 0
4678.245496 7133.032087 35778.92648 0 18.287945 176.704921 0.002322 1283.328605 0.217391 0
4122.821925 5342.548781 32129.72896 0.463074 21.501732 194.04321 0.019599 1563.424751 0.142857 0
4582.948555 6349.156088 34660.69996 8e-05 23.806561 172.278213 0.034824 1583.565682 0.286667 1
9262.322259 7769.42015 34834.63846 6.676307 24.10635 174.620646 0.01976 1764.841219 0.101266 1
6544.571924 8612.729092 36154.08597 0.013198 27.237956 180.306815 0.003577 1761.99889 0.243421 0
3562.134933 4920.457566 32608.74197 0.001796 24.01028 171.081433 0.011247 1450.031602 0.272997 0
4621.100224 5759.704967 40569.99986 0.385626 27.965453 166.60448 0.01361 1588.18576 0.174825 1
3572.944714 5676.40716 33148.86779 0.032245 25.283949 181.905013 0.066249 1600.263951 0.239344 0
4906.964255 7398.030686 32252.14649 0 23.491408 185.638814 0.025201 1495.851888 0.223729 0
9030.460633 6817.845888 33891.07113 0.07651 24.457079 178.708737 0.019974 2142.177843 0.177966 1
4810.072073 4904.029458 32262.38975 0.044374 31.48579 200.401229 0.11453 1586.941716 0.162011 1
4384.319168 6771.801596 34048.57074 0.046724 29.384948 180.126211 0.032401 1814.626962 0.297468 0
4348.895041 5962.062032 32555.45702 0.008408 30.934721 184.474299 0.019279 2025.721097 0.212418 0
4764.860874 5780.012974 30129.5667 0.024723 26.242122 174.027045 0.033173 1652.183082 0.179211 1
4259.143604 7213.779904 37966.74503 0 25.383601 175.602413 0.044617 1835.396642 0.270186 1
4747.449579 6904.833312 34201.19016 0.001875 23.689096 177.985469 0.01768 1672.599258 0.172881 0
5549.952302 7561.907422 36631.23027 0.019212 25.633551 183.563098 0.025642 1790.197425 0.23 0
3337.925269 5843.279587 35359.73092 0.008952 20.245787 180.4733 0 1550.816892 0.310127 0
6967.216738 4848.2876 35908.67342 0.092635 22.776406 177.364701 0.017313 1568.057593 0.12 1
5066.989293 7463.980609 35307.01259 0 22.643151 176.392744 0.00865 1614.293957 0.246711 0
5506.425873 6590.997352 38287.04673 0.045529 25.746149 178.432113 0.027945 1656.033806 0.204013 0
11344.82191 9846.763853 37398.5775 1.9e-05 31.324262 178.063322 0.019695 2372.15683 0.16318 1
4010.193058 5299.450723 27896.44025 0.010882 23.022654 174.847845 0.015236 1822.114834 0.301887 0
4112.957186 6565.713869 41579.36771 0.001805 23.257037 174.426948 0 1355.690179 0.271028 0
8198.964332 9664.73504 35651.14599 0.411338 34.014054 173.911776 0.011497 1608.158555 0.253521 1
5735.67308 7143.290779 34881.52388 9.8e-05 22.460996 179.756595 0.092497 1444.291583 0.135889 0
4710.580349 6708.020793 33334.31014 0.18158 22.762559 179.835214 0.040969 1426.988441 0.189189 1
2856.395243 5035.328022 28989.81383 9.087959 26.348889 176.881416 0.041787 1576.07313 0.177778 0
4197.483532 4095.878282 32490.29029 0.009317 44.07447 177.284646 0.086338 1907.848805 0.232323 1
4510.049635 6244.413601 38146.58612 0.006511 27.300342 184.259268 0 1828.483402 0.254125 1
10908.69097 7713.083859 35733.69842 1.237212 23.621153 169.417088 0.036366 1636.93179 0.212644 1
5144.738155 8166.83468 46736.30936 0.426161 21.108511 183.342493 0.023642 1389.666829 0.208075 0
5035.2821 2904.715782 29820.62286 0.018959 26.696999 170.249187 0.164698 2247.234419 0.240741 1
6544.571924 8612.729092 36154.08597 0.013198 27.237956 180.306815 0.003577 1761.99889 0.243421 0
4682.457109 6198.464492 36033.4983 0.443139 28.082219 171.181283 0.113909 1585.706992 0.323718 1
5711.163974 7489.946567 34277.65553 0.002102 53.767271 183.641831 0 3859.546436 0.251429 1
8746.067875 7072.148017 38732.35293 5.329391 32.467332 181.54511 0.019617 2159.84001 0.086207 1
4900.496024 6149.386939 32037.18853 0.005609 22.827523 178.39783 0.002132 1685.140285 0.297386 1
4965.488087 5402.232675 32275.02313 0.003416 24.357432 183.244686 0.029552 1709.928967 0.164103 1
6737.421629 9231.564859 31480.30034 0.001826 54.993647 182.514206 0.124008 3670.777035 0.144654 1
6547.72507 10243.75117 43545.23527 0.000962 66.787281 185.082905 0.126546 3456.739003 0.442105 1
4678.486775 8223.791664 74165.03242 0.253834 23.322056 176.794137 0 1265.412338 0.269103 0
4678.245496 7133.032087 35778.92648 0 18.287945 176.704921 0.002322 1283.328605 0.217391 0
3564.194271 5486.343059 29275.27824 5.450133 19.932095 177.63337 0.01964 1363.060461 0.191223 0
4622.310879 6820.934207 31329.35915 0 22.162602 169.650391 0 1429.403949 0.265372 0
4194.753246 6585.319091 39067.74135 0.001067 25.154246 176.034951 0.019617 1575.745824 0.23125 0
4463.622958 6379.380249 34690.52686 0.057321 24.394758 175.879695 0.017923 1637.086924 0.248276 0
3549.916595 6178.337036 32552.08328 4e-05 22.041449 175.560995 0.010471 1360.431034 0.227129 1
8543.917849 9593.20026 32381.6829 4.8e-05 44.226395 180.595411 0.176347 2993.28422 0.222222 1
8855.270771 9889.487937 36489.56968 0.108348 32.989825 180.294938 0.032681 2311.622794 0.220588 0
3671.873033 5812.326173 35519.88448 0.08565 20.676848 171.425539 0.047032 1265.526128 0.226974 0
4222.164687 6186.231242 39765.91166 0.097772 24.951337 177.46753 0.03008 1537.31455 0.309677 1
5287.430783 3931.445518 30410.68053 0.000405 40.515535 160.65162 0.045651 2161.245512 0.191011 1
3983.59117 6517.881433 32707.60769 0.014853 21.554315 186.599569 0.025568 1461.458944 0.245223 0
3875.145807 5626.242636 35507.5198 0.006251 25.018698 180.434671 0.008538 1834.022039 0.136213 1
9317.481007 12297.98535 37467.87214 0.065899 52.190994 189.785545 1.321031 4275.485465 0.182692 1
4879.500956 6879.966488 32802.39228 0.137943 24.579477 175.348605 0.006829 1737.736621 0.237013 0
4527.373608 6049.361568 35376.65867 0.006558 22.306872 172.386432 0.011324 1516.53819 0.216301 0
4921.267695 6948.380564 35304.08954 0.017636 25.699685 182.482156 0.055527 1698.122391 0.235915 0
8123.68169 8713.616785 31392.46535 0.146932 36.292294 180.901962 0.043591 2510.366174 0.231939 1
4289.031878 6881.157664 30235.2244 0 23.787134 170.993405 0 1650.085919 0.289389 0
4335.643704 6884.92369 33745.67622 0.000293 23.630813 182.186698 0 1912.634955 0.178571 1
3825.154891 5941.85646 34406.94484 0.000346 28.097911 177.81799 0.054538 1882.986654 0.279743 0
4503.992638 7149.658394 35629.27038 0.004737 24.125744 184.712281 0 1653.114514 0.314103 1
3943.063576 6737.956216 34051.94685 0.005668 19.259145 173.744419 0 1343.637354 0.179739 0
3683.701554 5464.405547 25700.21389 0.696385 20.001778 172.012818 0 1383.788787 0.184375 0
3999.051252 6291.793027 35869.87221 0.084879 24.999019 179.609151 0.07831 1577.534039 0.20678 0
4336.655645 6571.972874 33299.96108 0.060451 24.320161 176.656965 0.063275 1592.872071 0.268987 0
6644.563772 5816.188254 27564.88698 1.929466 28.995252 182.171348 0.028481 2014.083154 0.154255 1
4948.346488 7423.414418 36825.85449 0.006694 27.09118 179.447539 0.01734 1745.691128 0.201299 0
5208.729156 7001.06902 36479.31076 0.322178 25.338486 171.123225 0.008768 1490.22139 0.231023 1
11952.36726 13598.27017 41268.61677 0.25024 31.355868 182.419452 0.194256 1761.642567 0.092784 1
4718.553297 7759.785468 34287.77211 0.006566 19.03092 181.440948 0.026369 1289.672559 0.304207 0
4663.05319 6529.079545 36974.76448 0.007655 27.645273 175.520033 0.14144 1611.986226 0.280277 0
5496.340689 8094.031265 41887.28637 0.035614 37.191866 189.477192 0.035078 2041.486609 0.176471 1
4921.267695 6948.380564 35304.08954 0.017636 25.699685 182.482156 0.055527 1698.122391 0.235915 0
8233.638049 6368.822101 36257.50007 0.273727 55.896936 190.879575 0.197255 3210.346019 0.193878 1
4622.310879 6820.934207 31329.35915 0 22.162602 169.650391 0 1429.403949 0.265372 0
5820.84083 6920.820601 35191.55119 0 41.34965 188.584425 0.013604 2774.014697 0.231884 1
3714.474572 6319.625879 37311.46696 0.151801 25.645052 173.488373 0.00646 1658.771564 0.170418 0
5778.107865 8514.196021 37451.37348 0.032068 22.259834 184.190532 0 1596.893324 0.194719 1
3883.81371 7036.446903 32600.67042 0 20.768952 172.884615 0.021385 1291.825662 0.22884 0
7090.687633 7664.037999 37522.97986 0.058117 27.786827 181.503933 0 1810.800946 0.157303 0
5896.972938 8311.07291 38998.33465 0.003041 25.737553 177.732008 0.002322 1689.669527 0.254125 0
9206.924092 9012.437873 40817.95182 0.00151 23.819015 164.871063 0.009126 1422.151011 0.079681 1
5599.530576 7858.849399 31539.5899 0.001872 24.599832 171.026314 0 1745.079964 0.263158 0
4317.134959 3219.078647 30139.46544 0.003463 29.294513 188.474836 0.025977 2288.938131 0.179245 1
4862.049063 6695.150197 31127.47779 7.4e-05 28.046568 177.946853 0.023658 1666.121983 0.319355 0
8220.884549 5267.900957 32801.2162 0.019384 36.559071 166.523872 0.036444 2778.521632 0.184783 1
10634.27634 11935.30712 38113.53852 0.062839 80.8817 183.847608 0.053145 3534.240963 0.22 1
6115.308147 8702.151284 47480.18472 31.115891 21.235804 171.396861 0.062337 1322.234782 0.170139 1
6999.6301 6631.058963 33926.42558 0.030492 28.015059 178.261844 0.027025 2265.141046 0.14433 1
4919.725723 7837.956478 36567.44879 4.9e-05 31.833399 184.772639 0 1872.064528 0.155116 1
7564.054677 6250.905677 34426.02851 0.00031 41.043235 175.060719 0.002208 2757.285854 0.194872 1
9649.853236 7557.642594 46072.79196 22.991895 21.521049 171.163161 0.014821 1569.369739 0.122449 1
5795.188725 7799.794133 46251.5554 5.563059 21.299873 172.624309 0.047098 1508.702198 0.229773 1
5359.766659 5373.873319 36464.74661 0.003954 26.062842 172.651373 0.019022 2080.472941 0.201005 1
8413.526429 7478.567377 34183.25452 0.027968 42.276176 184.549257 0.104264 3697.830877 0.169811 1
8183.040403 9485.014517 34949.6925 80.681261 55.52019 190.221634 0.05064 3454.879071 0.436364 1
4289.031878 6881.157664 30235.2244 0 23.787134 170.993405 0 1650.085919 0.289389 0
