Size,Ntrial,TestAcc,TrainAcc,ConfMatrix,Config
7,0,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,1,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,1,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,1,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,1,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,1,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,1,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,2,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,2,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,2,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,2,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,2,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,2,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,3,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,3,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,3,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,3,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,3,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,3,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,4,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,4,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,4,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,4,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,4,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,4,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,5,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,5,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,5,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,5,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,5,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,5,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,6,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,6,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,6,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,6,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,6,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,6,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,7,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,7,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,7,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,7,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,7,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,7,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,8,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,8,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,8,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,8,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,8,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,8,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
7,9,0.700467384677911,0.7247475731940275,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-09
7,9,0.700467384677911,0.7253768998145436,[[14.71428571  3.        ] [ 8.28571429 11.71428571]],1e-08
7,9,0.7041251778093883,0.7260145803282523,[[14.85714286  2.85714286] [ 8.28571429 11.71428571]],1e-07
7,9,0.707884576305629,0.7279053448208647,[[15.28571429  2.42857143] [ 8.57142857 11.42857143]],1e-06
7,9,0.7117455801666328,0.7310714703408946,[[15.42857143  2.28571429] [ 8.57142857 11.42857143]],1e-05
7,9,0.7156065840276367,0.7215842323050619,[[15.71428571  2.        ] [ 8.71428571 11.28571429]],0.0001
10,0,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,0,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,0,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,0,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,0,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,0,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,1,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,1,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,1,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,1,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,1,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,1,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,2,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,2,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,2,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,2,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,2,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,2,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,3,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,3,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,3,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,3,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,3,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,3,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,4,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,4,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,4,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,4,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,4,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,4,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,5,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,5,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,5,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,5,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,5,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,5,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,6,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,6,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,6,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,6,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,6,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,6,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,7,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,7,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,7,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,7,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,7,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,7,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,8,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,8,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,8,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,8,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,8,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,8,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
10,9,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-09
10,9,0.7,0.7260025529199021,[[10.4  2. ] [ 5.9  8.1]],1e-08
10,9,0.7076923076923077,0.7264262667092153,[[10.5  1.9] [ 5.8  8.2]],1e-07
10,9,0.7155270655270656,0.7243183349289083,[[10.7  1.7] [ 5.8  8.2]],1e-06
10,9,0.7193732193732194,0.7310605254760132,[[10.8  1.6] [ 5.8  8.2]],1e-05
10,9,0.7195156695156695,0.7218008722476332,[[11.1  1.3] [ 6.1  7.9]],0.0001
